orderdate,status,customername,country,quantityordered,priceeach,productline,productname
2003-06-03,Shipped,Muscle Machine Inc,USA,25,126.39,Classic Cars,1970 Triumph Spitfire
2003-06-03,Shipped,Muscle Machine Inc,USA,20,50.86,Classic Cars,1970 Dodge Coronet
2003-06-03,Shipped,Muscle Machine Inc,USA,39,34.30,Classic Cars,1958 Chevy Corvette Limited Edition
2003-06-03,Shipped,Muscle Machine Inc,USA,20,107.63,Classic Cars,1992 Porsche Cayenne Turbo Silver
2003-06-03,Shipped,Muscle Machine Inc,USA,45,46.53,Trucks and Buses,1954 Greyhound Scenicruiser
2003-06-03,Shipped,Muscle Machine Inc,USA,29,60.90,Trains,1950's Chicago Surface Lines Streetcar
2003-06-03,Shipped,Muscle Machine Inc,USA,46,111.12,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2003-06-03,Shipped,Muscle Machine Inc,USA,46,55.65,Trains,1962 City of Detroit Streetcar
2003-06-06,Shipped,Euro+ Shopping Channel,Spain,41,120.20,Vintage Cars,1903 Ford Model A
2003-06-06,Shipped,Euro+ Shopping Channel,Spain,41,80.67,Trains,Collectable Wooden Train
2003-06-06,Shipped,Euro+ Shopping Channel,Spain,43,77.24,Vintage Cars,1904 Buick Runabout
2003-06-06,Shipped,Euro+ Shopping Channel,Spain,32,72.75,Ships,The Mayflower
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,33,123.76,Classic Cars,1972 Alfa Romeo GTA
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,45,113.06,Ships,18th century schooner
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,41,81.43,Vintage Cars,1912 Ford Model T Delivery Wagon
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,50,76.31,Vintage Cars,1940 Ford Delivery Sedan
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,31,58.67,Ships,The Schooner Bluenose
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,45,72.28,Ships,The USS Constitution Ship
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,42,90.15,Ships,The Titanic
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,30,94.34,Ships,The Queen Mary
2003-06-12,Shipped,"Stylish Desk Decors, Co.",UK,32,44.23,Ships,Pont Yacht
2003-06-16,Shipped,Auto-Moto Classics Inc.,USA,40,68.82,Ships,1999 Yamaha Speed Boat
2003-06-16,Shipped,Auto-Moto Classics Inc.,USA,33,99.52,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2003-06-16,Shipped,Gift Ideas Corp.,USA,21,141.92,Planes,1980s Black Hawk Helicopter
2003-06-16,Shipped,Gift Ideas Corp.,USA,35,60.97,Planes,1900s Vintage Bi-Plane
2003-06-16,Shipped,Gift Ideas Corp.,USA,29,52.60,Vintage Cars,1937 Horch 930V Limousine
2003-06-16,Shipped,Gift Ideas Corp.,USA,50,54.59,Planes,Corsair F4U ( Bird Cage)
2003-06-16,Shipped,Gift Ideas Corp.,USA,22,76.94,Ships,HMS Bounty
2003-06-16,Shipped,Gift Ideas Corp.,USA,40,86.76,Planes,America West Airlines B757-200
2003-06-16,Shipped,Gift Ideas Corp.,USA,26,63.67,Planes,American Airlines: MD-11S
2003-06-16,Shipped,Gift Ideas Corp.,USA,21,40.22,Planes,Boeing X-32A JSF
2003-06-25,Shipped,"Down Under Souveniers, Inc",New Zealand,36,80.00,Planes,F/A 18 Hornet 1/72
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,49,80.26,Planes,P-51-D Mustang
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,41,109.42,Planes,1928 British Royal Navy Airplane
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,46,61.58,Planes,1900s Vintage Tri-Plane
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,23,80.91,Motorcycles,1997 BMW F650 ST
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,49,67.41,Vintage Cars,1928 Ford Phaeton Deluxe
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,27,37.09,Vintage Cars,1930 Buick Marquette Phaeton
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,24,76.73,Planes,American Airlines: B767-300
2003-06-27,Shipped,Euro+ Shopping Channel,Spain,27,115.09,Planes,ATA: B757-300
2003-07-01,Shipped,Lyon Souveniers,France,41,90.92,Motorcycles,1969 Harley Davidson Ultimate Chopper
2003-07-01,Shipped,Lyon Souveniers,France,27,116.56,Motorcycles,1996 Moto Guzzi 1100i
2003-07-01,Shipped,Lyon Souveniers,France,31,187.85,Motorcycles,2003 Harley-Davidson Eagle Drag Bike
2003-07-01,Shipped,Lyon Souveniers,France,20,131.04,Motorcycles,2002 Suzuki XREO
2003-07-01,Shipped,Lyon Souveniers,France,30,51.48,Motorcycles,1936 Harley Davidson El Knucklehead
2003-07-01,Shipped,Lyon Souveniers,France,35,94.67,Motorcycles,1997 BMW R 1100 S
2003-07-01,Shipped,Lyon Souveniers,France,43,75.41,Motorcycles,1960 BSA Gold Star DBD34
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,42,173.17,Classic Cars,1968 Ford Mustang
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,48,110.39,Classic Cars,1968 Dodge Charger
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,24,72.62,Classic Cars,1970 Plymouth Hemi Cuda
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,29,103.64,Classic Cars,1969 Dodge Charger
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,48,66.99,Classic Cars,1948 Porsche 356-A Roadster
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,45,65.94,Classic Cars,1969 Dodge Super Bee
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,42,139.64,Classic Cars,1976 Ford Gran Torino
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,45,49.74,Motorcycles,1957 Vespa GS150
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,31,133.92,Classic Cars,1957 Corvette Convertible
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,29,67.18,Motorcycles,1982 Ducati 900 Monster
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,20,34.36,Classic Cars,1982 Lamborghini Diablo
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,27,52.05,Classic Cars,1971 Alpine Renault 1600s
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,47,139.03,Classic Cars,1956 Porsche 356A Coupe
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,23,76.80,Classic Cars,1961 Chevrolet Impala
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,33,38.62,Motorcycles,1982 Ducati 996 R
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,30,91.85,Motorcycles,1974 Ducati 350 Mk3 Desmo
2003-07-02,Shipped,Mini Gifts Distributors Ltd.,USA,44,78.92,Motorcycles,2002 Yamaha YZR M1
2003-07-04,Shipped,Alpha Cognac,France,25,117.48,Classic Cars,1993 Mazda RX-7
2003-07-04,Shipped,Alpha Cognac,France,36,120.91,Classic Cars,1995 Honda Civic
2003-07-04,Shipped,Alpha Cognac,France,41,169.34,Classic Cars,1992 Ferrari 360 Spider red
2003-07-10,Shipped,Reims Collectables,France,44,115.73,Classic Cars,1965 Aston Martin DB5
2003-07-10,Shipped,Reims Collectables,France,37,110.88,Classic Cars,1999 Indy 500 Monte Carlo SS
2003-07-10,Shipped,Reims Collectables,France,31,118.68,Classic Cars,1948 Porsche Type 356 Roadster
2003-07-10,Shipped,Reims Collectables,France,26,40.25,Classic Cars,1966 Shelby Cobra 427 S/C
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,33,149.60,Vintage Cars,1917 Grand Touring Sedan
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,22,51.46,Vintage Cars,1911 Ford Town Car
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,38,114.42,Vintage Cars,1932 Model A Ford J-Coupe
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,47,79.15,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,23,64.86,Classic Cars,1957 Ford Thunderbird
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,45,59.53,Classic Cars,1970 Chevy Chevelle SS 454
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,22,33.19,Vintage Cars,1939 Chevrolet Deluxe Coupe
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,33,38.53,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,28,73.60,Classic Cars,1949 Jaguar XK 120
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,30,96.30,Classic Cars,1952 Citroen-15CV
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,49,77.05,Classic Cars,1969 Chevrolet Camaro Z28
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,21,99.58,Classic Cars,2002 Chevy Corvette
2003-07-07,Shipped,Kelly's Gift Shop,New Zealand,29,32.82,Vintage Cars,1936 Mercedes Benz 500k Roadster
2003-07-16,Shipped,Souveniers And Things Co.,Australia,31,89.38,Vintage Cars,1937 Lincoln Berline
2003-07-16,Shipped,Souveniers And Things Co.,Australia,49,52.83,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2003-07-16,Shipped,Souveniers And Things Co.,Australia,41,151.88,Vintage Cars,1928 Mercedes-Benz SSK
2003-07-16,Shipped,Souveniers And Things Co.,Australia,46,91.18,Vintage Cars,1913 Ford Model T Speedster
2003-07-16,Shipped,Souveniers And Things Co.,Australia,20,52.47,Vintage Cars,1934 Ford V8 Coupe
2003-07-16,Shipped,Souveniers And Things Co.,Australia,20,101.58,Vintage Cars,18th Century Vintage Horse Carriage
2003-07-16,Shipped,Souveniers And Things Co.,Australia,30,81.35,Vintage Cars,1917 Maxwell Touring Car
2003-07-16,Shipped,Souveniers And Things Co.,Australia,29,93.49,Vintage Cars,1936 Chrysler Airflow
2003-07-24,Shipped,Technics Stores Inc.,USA,37,186.44,Classic Cars,1952 Alpine Renault 1300
2003-07-24,Shipped,Technics Stores Inc.,USA,26,131.49,Classic Cars,1962 LanciaA Delta 16V
2003-07-24,Shipped,Technics Stores Inc.,USA,38,118.90,Trucks and Buses,1958 Setra Bus
2003-07-24,Shipped,Technics Stores Inc.,USA,32,95.67,Trucks and Buses,1940 Ford Pickup Truck
2003-07-24,Shipped,Technics Stores Inc.,USA,46,51.05,Trucks and Buses,1926 Ford Fire Engine
2003-07-24,Shipped,Technics Stores Inc.,USA,40,100.50,Trucks and Buses,1940s Ford truck
2003-07-24,Shipped,Technics Stores Inc.,USA,29,40.25,Vintage Cars,1939 Cadillac Limousine
2003-07-24,Shipped,Technics Stores Inc.,USA,47,118.84,Trucks and Buses,1962 Volkswagen Microbus
2003-07-24,Shipped,Technics Stores Inc.,USA,26,87.64,Trucks and Buses,1980âs GM Manhattan Express
2003-07-24,Shipped,Technics Stores Inc.,USA,28,62.05,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2003-07-24,Shipped,Technics Stores Inc.,USA,36,101.15,Classic Cars,1982 Camaro Z28
2003-08-01,Shipped,Suominen Souveniers,Finland,21,114.95,Trucks and Buses,1957 Chevy Pickup
2003-08-01,Shipped,Suominen Souveniers,Finland,39,160.46,Classic Cars,1998 Chrysler Plymouth Prowler
2003-08-01,Shipped,Suominen Souveniers,Finland,47,103.09,Trucks and Buses,1964 Mercedes Tour Bus
2003-08-01,Shipped,Suominen Souveniers,Finland,34,143.94,Classic Cars,1992 Ferrari 360 Spider red
2003-08-01,Shipped,Suominen Souveniers,Finland,20,50.86,Classic Cars,1970 Dodge Coronet
2003-08-01,Shipped,Suominen Souveniers,Finland,21,32.18,Classic Cars,1958 Chevy Corvette Limited Edition
2003-08-01,Shipped,Suominen Souveniers,Finland,40,104.09,Classic Cars,1992 Porsche Cayenne Turbo Silver
2003-08-01,Shipped,Suominen Souveniers,Finland,24,53.03,Trucks and Buses,1954 Greyhound Scenicruiser
2003-08-01,Shipped,Suominen Souveniers,Finland,44,94.92,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,33,166.24,Classic Cars,2001 Ferrari Enzo
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,33,140.50,Classic Cars,1969 Corvair Monza
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,46,167.83,Classic Cars,1969 Ford Falcon
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,47,129.76,Vintage Cars,1903 Ford Model A
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,22,95.80,Trains,Collectable Wooden Train
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,24,122.08,Classic Cars,1970 Triumph Spitfire
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,24,79.87,Vintage Cars,1904 Buick Runabout
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,33,114.29,Ships,18th century schooner
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,49,74.35,Vintage Cars,1912 Ford Model T Delivery Wagon
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,42,60.90,Trains,1950's Chicago Surface Lines Streetcar
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,42,56.24,Trains,1962 City of Detroit Streetcar
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,41,55.34,Ships,The Schooner Bluenose
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,43,77.08,Ships,The Mayflower
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,21,92.16,Ships,The Titanic
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,38,91.37,Ships,The Queen Mary
2003-08-08,Shipped,Mini Gifts Distributors Ltd.,USA,39,46.96,Ships,Pont Yacht
2003-08-10,Shipped,Mini Creations Ltd.,USA,49,133.28,Classic Cars,1972 Alfa Romeo GTA
2003-08-10,Shipped,Mini Creations Ltd.,USA,32,126.15,Planes,1980s Black Hawk Helicopter
2003-08-10,Shipped,Mini Creations Ltd.,USA,46,70.54,Ships,1999 Yamaha Speed Boat
2003-08-10,Shipped,Mini Creations Ltd.,USA,34,99.52,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2003-08-10,Shipped,Mini Creations Ltd.,USA,27,63.71,Planes,1900s Vintage Bi-Plane
2003-08-10,Shipped,Mini Creations Ltd.,USA,33,59.83,Vintage Cars,1937 Horch 930V Limousine
2003-08-10,Shipped,Mini Creations Ltd.,USA,23,74.64,Vintage Cars,1940 Ford Delivery Sedan
2003-08-10,Shipped,Mini Creations Ltd.,USA,28,55.96,Planes,Corsair F4U ( Bird Cage)
2003-08-10,Shipped,Mini Creations Ltd.,USA,34,34.91,Vintage Cars,1930 Buick Marquette Phaeton
2003-08-10,Shipped,Mini Creations Ltd.,USA,36,86.77,Planes,American Airlines: B767-300
2003-08-10,Shipped,Mini Creations Ltd.,USA,26,87.80,Ships,HMS Bounty
2003-08-10,Shipped,Mini Creations Ltd.,USA,26,79.78,Planes,America West Airlines B757-200
2003-08-10,Shipped,Mini Creations Ltd.,USA,31,69.39,Ships,The USS Constitution Ship
2003-08-10,Shipped,Mini Creations Ltd.,USA,28,70.40,Planes,F/A 18 Hornet 1/72
2003-08-10,Shipped,Mini Creations Ltd.,USA,34,65.15,Planes,American Airlines: MD-11S
2003-08-10,Shipped,Mini Creations Ltd.,USA,37,49.66,Planes,Boeing X-32A JSF
2003-08-13,Shipped,Royale Belge,Belgium,20,56.41,Vintage Cars,1928 Ford Phaeton Deluxe
2003-08-25,Shipped,Toys4GrownUps.com,USA,45,76.56,Motorcycles,1969 Harley Davidson Ultimate Chopper
2003-08-25,Shipped,Toys4GrownUps.com,USA,37,104.67,Motorcycles,1996 Moto Guzzi 1100i
2003-08-25,Shipped,Toys4GrownUps.com,USA,33,154.93,Motorcycles,2003 Harley-Davidson Eagle Drag Bike
2003-08-25,Shipped,Toys4GrownUps.com,USA,49,146.10,Motorcycles,2002 Suzuki XREO
2003-08-25,Shipped,Toys4GrownUps.com,USA,30,71.81,Planes,P-51-D Mustang
2003-08-25,Shipped,Toys4GrownUps.com,USA,30,52.70,Motorcycles,1936 Harley Davidson El Knucklehead
2003-08-25,Shipped,Toys4GrownUps.com,USA,43,103.68,Motorcycles,1997 BMW R 1100 S
2003-08-25,Shipped,Toys4GrownUps.com,USA,40,87.54,Planes,1928 British Royal Navy Airplane
2003-08-25,Shipped,Toys4GrownUps.com,USA,47,63.98,Motorcycles,1960 BSA Gold Star DBD34
2003-08-25,Shipped,Toys4GrownUps.com,USA,27,56.10,Motorcycles,1982 Ducati 900 Monster
2003-08-25,Shipped,Toys4GrownUps.com,USA,33,71.73,Planes,1900s Vintage Tri-Plane
2003-08-25,Shipped,Toys4GrownUps.com,USA,33,99.89,Motorcycles,1997 BMW F650 ST
2003-08-25,Shipped,Toys4GrownUps.com,USA,31,39.43,Motorcycles,1982 Ducati 996 R
2003-08-25,Shipped,Toys4GrownUps.com,USA,27,95.93,Motorcycles,1974 Ducati 350 Mk3 Desmo
2003-08-25,Shipped,Toys4GrownUps.com,USA,38,73.22,Motorcycles,2002 Yamaha YZR M1
2003-08-25,Shipped,Toys4GrownUps.com,USA,20,113.90,Planes,ATA: B757-300
2003-09-03,Shipped,Gift Ideas Corp.,USA,47,60.30,Motorcycles,1957 Vespa GS150
2003-09-03,Shipped,Gift Ideas Corp.,USA,29,130.94,Classic Cars,1957 Corvette Convertible
2003-09-05,Shipped,Collectables For Less Inc.,USA,48,161.49,Classic Cars,1968 Ford Mustang
2003-09-05,Shipped,Collectables For Less Inc.,USA,31,110.39,Classic Cars,1968 Dodge Charger
2003-09-05,Shipped,Collectables For Less Inc.,USA,21,74.21,Classic Cars,1970 Plymouth Hemi Cuda
2003-09-05,Shipped,Collectables For Less Inc.,USA,33,97.89,Classic Cars,1969 Dodge Charger
2003-09-05,Shipped,Collectables For Less Inc.,USA,26,70.84,Classic Cars,1948 Porsche 356-A Roadster
2003-09-05,Shipped,Collectables For Less Inc.,USA,36,74.78,Classic Cars,1969 Dodge Super Bee
2003-09-05,Shipped,Collectables For Less Inc.,USA,37,129.35,Classic Cars,1976 Ford Gran Torino
2003-09-05,Shipped,Collectables For Less Inc.,USA,25,33.23,Classic Cars,1982 Lamborghini Diablo
2003-09-05,Shipped,Collectables For Less Inc.,USA,30,48.98,Classic Cars,1971 Alpine Renault 1600s
2003-09-05,Shipped,Collectables For Less Inc.,USA,23,123.58,Classic Cars,1956 Porsche 356A Coupe
2003-09-05,Shipped,Collectables For Less Inc.,USA,31,72.76,Classic Cars,1961 Chevrolet Impala
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,23,114.65,Classic Cars,1993 Mazda RX-7
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,47,108.26,Classic Cars,1965 Aston Martin DB5
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,25,136.56,Classic Cars,1995 Honda Civic
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,27,113.52,Classic Cars,1999 Indy 500 Monte Carlo SS
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,32,143.94,Classic Cars,1992 Ferrari 360 Spider red
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,28,135.63,Classic Cars,1948 Porsche Type 356 Roadster
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,34,83.75,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,29,66.28,Classic Cars,1957 Ford Thunderbird
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,25,65.41,Classic Cars,1970 Chevy Chevelle SS 454
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,47,46.29,Classic Cars,1966 Shelby Cobra 427 S/C
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,21,77.24,Classic Cars,1949 Jaguar XK 120
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,34,115.09,Classic Cars,1952 Citroen-15CV
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,31,71.91,Classic Cars,1969 Chevrolet Camaro Z28
2003-09-11,Shipped,"Anna's Decorations, Ltd",Australia,27,96.37,Classic Cars,2002 Chevy Corvette
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,50,87.33,Vintage Cars,1937 Lincoln Berline
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,30,48.52,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,34,156.40,Vintage Cars,1917 Grand Touring Sedan
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,24,50.85,Vintage Cars,1911 Ford Town Car
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,33,125.86,Vintage Cars,1932 Model A Ford J-Coupe
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,23,167.06,Vintage Cars,1928 Mercedes-Benz SSK
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,42,89.29,Vintage Cars,1917 Maxwell Touring Car
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,36,31.20,Vintage Cars,1939 Chevrolet Deluxe Coupe
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,49,39.87,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,26,38.57,Vintage Cars,1936 Mercedes Benz 500k Roadster
2003-09-12,Shipped,Signal Collectibles Ltd.,USA,20,90.57,Vintage Cars,1936 Chrysler Airflow
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,45,182.16,Classic Cars,1952 Alpine Renault 1300
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,20,121.15,Classic Cars,1962 LanciaA Delta 16V
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,30,135.30,Trucks and Buses,1958 Setra Bus
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,34,95.67,Trucks and Buses,1940 Ford Pickup Truck
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,47,93.21,Vintage Cars,1913 Ford Model T Speedster
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,30,56.21,Vintage Cars,1934 Ford V8 Coupe
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,26,97.39,Vintage Cars,18th Century Vintage Horse Carriage
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,49,111.39,Trucks and Buses,1940s Ford truck
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,30,47.29,Vintage Cars,1939 Cadillac Limousine
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,49,62.05,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2003-09-19,Shipped,"Dragon Souveniers, Ltd.",Singapore,20,95.08,Classic Cars,1982 Camaro Z28
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,24,114.95,Trucks and Buses,1957 Chevy Pickup
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,43,152.27,Classic Cars,1998 Chrysler Plymouth Prowler
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,49,106.78,Trucks and Buses,1964 Mercedes Tour Bus
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,39,58.34,Trucks and Buses,1926 Ford Fire Engine
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,21,167.65,Classic Cars,1992 Ferrari 360 Spider red
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,42,109.90,Trucks and Buses,1962 Volkswagen Microbus
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,30,29.35,Classic Cars,1958 Chevy Corvette Limited Edition
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,27,84.75,Trucks and Buses,1980âs GM Manhattan Express
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,41,43.29,Trucks and Buses,1954 Greyhound Scenicruiser
2003-09-21,Shipped,"Oulu Toy Supplies, Inc.",Finland,26,108.81,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2003-09-25,Shipped,"Australian Gift Network, Co",Australia,35,117.77,Classic Cars,1970 Triumph Spitfire
2003-09-25,Shipped,"Australian Gift Network, Co",Australia,25,49.13,Classic Cars,1970 Dodge Coronet
2003-09-25,Shipped,"Australian Gift Network, Co",Australia,23,112.37,Classic Cars,1992 Porsche Cayenne Turbo Silver
2003-09-25,Shipped,"Australian Gift Network, Co",Australia,33,57.17,Trains,1950's Chicago Surface Lines Streetcar
2003-09-28,Shipped,Euro+ Shopping Channel,Spain,20,201.57,Classic Cars,2001 Ferrari Enzo
2003-09-28,Shipped,Euro+ Shopping Channel,Spain,42,128.42,Classic Cars,1969 Corvair Monza
2003-09-28,Shipped,Euro+ Shopping Channel,Spain,49,155.72,Classic Cars,1969 Ford Falcon
